"Time / s","Am1:Measured current"
0,0
9.9999999999999991e-05,0.099501662508316657
0.00060000000000000006,0.58235466411301418
0.0016000000000000001,1.4785621074970621
0.0025999999999999999,2.2894841368598011
0.0035999999999999999,3.0232367323780087
0.0045999999999999999,3.6871635366020867
0.0055999999999999999,4.2879093520985023
0.0066,4.8314866448668319
0.0076,5.3233357191199495
0.0086,5.7683791656767811
0.0096000000000000009,6.1710711289054325
0.010600000000000002,6.5354418852968266
0.011600000000000003,6.8651381798261806
0.012600000000000004,7.1634597238021867
0.013600000000000004,7.4333922194866506
0.014600000000000005,7.6776372420060541
0.015600000000000006,7.8986392776232774
0.016600000000000007,8.0986101889775757
0.017600000000000008,8.2795513521491646
0.018600000000000009,8.4432736871035772
0.01960000000000001,8.5914157819872319
0.020600000000000011,8.7254602926682487
0.021600000000000012,8.8467487816546164
0.022600000000000012,8.9564951449025934
0.023600000000000013,9.055797760895361
0.024600000000000014,9.1456504835840047
0.025600000000000015,9.2269525892118196
0.026600000000000016,9.3005177765731553
0.027600000000000017,9.3670823107843955
0.028600000000000018,9.4273123920726523
0.029600000000000019,9.4818108233315286
0.03060000000000002,9.5311230431750253
0.031600000000000017,9.5757425848705005
0.032600000000000018,9.6161160157854493
0.033600000000000019,9.6526474067837906
0.03460000000000002,9.6857023763028565
0.035600000000000021,9.7156117495855749
0.036600000000000021,9.7426748696906778
0.037600000000000022,9.7671625934186252
0.038600000000000023,9.7893200021374795
0.039600000000000024,9.8093688546396063
0.040600000000000025,9.8275098065781723
0.041600000000000026,9.8439244186963766
0.042600000000000027,9.8587769739483573
0.043600000000000028,9.8722161216982105
0.044600000000000029,9.8843763654527894
0.045600000000000029,9.8953794090179859
0.04660000000000003,9.905335374551326
0.047600000000000031,9.9143439047015303
0.048600000000000032,9.9224951598656173
0.049600000000000033,9.9298707205444678
0.050600000000000034,9.9365444038278792
0.051600000000000035,9.9425830021808146
0.052600000000000036,9.9480469519248391
0.053600000000000037,9.952990938105124
0.054600000000000037,9.9574644417967697
0.055600000000000038,9.9615122353280228
0.056600000000000039,9.9651748303767871
0.05760000000000004,9.9684888834251115
0.058600000000000041,9.9714875626295782
0.059600000000000042,9.9742008797793567
0.060600000000000043,9.9766559906642822
0.061600000000000044,9.9788774668591174
0.062600000000000044,9.980887541644142
0.063600000000000045,9.9827063325232803
0.064600000000000046,9.9843520425668508
0.065600000000000047,9.9858411425939995
0.066600000000000048,9.9871885360182056
0.067600000000000049,9.9884077080056421
0.06860000000000005,9.9895108604392586
0.069600000000000051,9.9905090340393219
0.070600000000000052,9.9914122188626493
0.071600000000000052,9.9922294542864663
0.072600000000000053,9.9929689194775246
0.073600000000000054,9.9936380152519497
0.074600000000000055,9.9942434381450962
0.075600000000000056,9.9947912474327332
0.076600000000000057,9.9952869257742982
0.077600000000000058,9.9957354340852032
0.078600000000000059,9.9961412611873453
0.07960000000000006,9.996508468734735
0.08060000000000006,9.9968407318639088
0.081600000000000061,9.9971413759759162
0.082600000000000062,9.9974134100180621
0.083600000000000063,9.9976595565984567
0.084600000000000064,9.9978822792347941
0.085600000000000065,9.9980838070100599
0.086600000000000066,9.9982661568819555
0.087600000000000067,9.9984311538692747
0.088600000000000068,9.9985804493173127
0.089600000000000068,9.9987155374250847
0.090600000000000069,9.9988377701997688
0.09160000000000007,9.9989483709880496
0.092600000000000071,9.9990484467197813
0.093600000000000072,9.9991389989865223
0.094600000000000073,9.9992209340657823
0.095600000000000074,9.9992950719913711
0.096600000000000075,9.9993621547605596
0.097600000000000076,9.9994228537602474
0.098600000000000076,9.9994777764864224
0.099600000000000077,9.9995274726241821
0.10000000000000001,9.9995460006876016
